sample,model,condition,words,meanings,response,accuracy,memory_size
2062,pursuit,2,e,E,E,1,9.5
2062,pursuit,2,f,F,F,1,9.5
2062,pursuit,2,g,G,G,1,9.5
2062,pursuit,2,h,H,H,1,9.5
2062,pursuit,2,i,I,N,0,9.5
2062,pursuit,2,j,J,H,0,9.5
2062,pursuit,2,k,K,K,1,9.5
2062,pursuit,2,l,L,D,0,9.5
2062,pursuit,2,m,M,M,1,9.5
2062,pursuit,2,n,N,N,1,9.5
2062,pursuit,2,o,O,H,0,9.5
2062,pursuit,2,p,P,P,1,9.5
2062,pursuit,2,q,Q,Q,1,9.5
2062,pursuit,2,r,R,R,1,9.5
2063,pursuit,2,a,A,A,1,9.5
2063,pursuit,2,b,B,B,1,9.5
2063,pursuit,2,c,C,C,1,9.5
2063,pursuit,2,d,D,D,1,9.5
2063,pursuit,2,e,E,E,1,9.5
2063,pursuit,2,f,F,P,0,9.5
2063,pursuit,2,g,G,G,1,9.5
2063,pursuit,2,h,H,H,1,9.5
2063,pursuit,2,i,I,I,1,9.5
2063,pursuit,2,j,J,J,1,9.5
2063,pursuit,2,k,K,K,1,9.5
2063,pursuit,2,l,L,D,0,9.5
2063,pursuit,2,m,M,M,1,9.5
2063,pursuit,2,n,N,L,0,9.5
2063,pursuit,2,o,O,O,1,9.5
2063,pursuit,2,p,P,P,1,9.5
2063,pursuit,2,q,Q,Q,1,9.5
2063,pursuit,2,r,R,R,1,9.5
2064,pursuit,2,a,A,A,1,9.5
2064,pursuit,2,b,B,B,1,9.5
2064,pursuit,2,c,C,C,1,9.5
2064,pursuit,2,d,D,D,1,9.5
2064,pursuit,2,e,E,E,1,9.5
2064,pursuit,2,f,F,F,1,9.5
2064,pursuit,2,g,G,G,1,9.5
2064,pursuit,2,h,H,H,1,9.5
2064,pursuit,2,i,I,I,1,9.5
2064,pursuit,2,j,J,J,1,9.5
2064,pursuit,2,k,K,I,0,9.5
2064,pursuit,2,l,L,L,1,9.5
2064,pursuit,2,m,M,L,0,9.5
2064,pursuit,2,n,N,N,1,9.5
2064,pursuit,2,o,O,O,1,9.5
2064,pursuit,2,p,P,P,1,9.5
2064,pursuit,2,q,Q,Q,1,9.5
2064,pursuit,2,r,R,R,1,9.5
2065,pursuit,2,a,A,A,1,9.5
2065,pursuit,2,b,B,B,1,9.5
2065,pursuit,2,c,C,C,1,9.5
2065,pursuit,2,d,D,R,0,9.5
2065,pursuit,2,e,E,E,1,9.5
2065,pursuit,2,f,F,F,1,9.5
2065,pursuit,2,g,G,G,1,9.5
2065,pursuit,2,h,H,I,0,9.5
2065,pursuit,2,i,I,L,0,9.5
2065,pursuit,2,j,J,J,1,9.5
2065,pursuit,2,k,K,K,1,9.5
2065,pursuit,2,l,L,L,1,9.5
2065,pursuit,2,m,M,M,1,9.5
2065,pursuit,2,n,N,N,1,9.5
2065,pursuit,2,o,O,O,1,9.5
2065,pursuit,2,p,P,P,1,9.5
2065,pursuit,2,q,Q,Q,1,9.5
2065,pursuit,2,r,R,R,1,9.5
2066,pursuit,2,a,A,A,1,9.5
2066,pursuit,2,b,B,B,1,9.5
2066,pursuit,2,c,C,C,1,9.5
2066,pursuit,2,d,D,D,1,9.5
2066,pursuit,2,e,E,E,1,9.5
2066,pursuit,2,f,F,F,1,9.5
2066,pursuit,2,g,G,G,1,9.5
2066,pursuit,2,h,H,N,0,9.5
2066,pursuit,2,i,I,I,1,9.5
2066,pursuit,2,j,J,J,1,9.5
2066,pursuit,2,k,K,K,1,9.5
2066,pursuit,2,l,L,L,1,9.5
2066,pursuit,2,m,M,J,0,9.5
2066,pursuit,2,n,N,R,0,9.5
2066,pursuit,2,o,O,O,1,9.5
2066,pursuit,2,p,P,P,1,9.5
2066,pursuit,2,q,Q,Q,1,9.5
2066,pursuit,2,r,R,R,1,9.5
2067,pursuit,2,a,A,A,1,9.5
2067,pursuit,2,b,B,B,1,9.5
2067,pursuit,2,c,C,N,0,9.5
2067,pursuit,2,d,D,D,1,9.5
2067,pursuit,2,e,E,E,1,9.5
2067,pursuit,2,f,F,D,0,9.5
2067,pursuit,2,g,G,G,1,9.5
2067,pursuit,2,h,H,H,1,9.5
2067,pursuit,2,i,I,I,1,9.5
2067,pursuit,2,j,J,J,1,9.5
2067,pursuit,2,k,K,K,1,9.5
2067,pursuit,2,l,L,L,1,9.5
2067,pursuit,2,m,M,M,1,9.5
2067,pursuit,2,n,N,N,1,9.5
2067,pursuit,2,o,O,O,1,9.5
2067,pursuit,2,p,P,J,0,9.5
2067,pursuit,2,q,Q,Q,1,9.5
2067,pursuit,2,r,R,R,1,9.5
2068,pursuit,2,a,A,A,1,9.5
2068,pursuit,2,b,B,B,1,9.5
2068,pursuit,2,c,C,C,1,9.5
2068,pursuit,2,d,D,D,1,9.5
2068,pursuit,2,e,E,E,1,9.5
2068,pursuit,2,f,F,F,1,9.5
2068,pursuit,2,g,G,G,1,9.5
2068,pursuit,2,h,H,H,1,9.5
2068,pursuit,2,i,I,I,1,9.5
2068,pursuit,2,j,J,J,1,9.5
2068,pursuit,2,k,K,K,1,9.5
2068,pursuit,2,l,L,L,1,9.5
2068,pursuit,2,m,M,M,1,9.5
2068,pursuit,2,n,N,N,1,9.5
2068,pursuit,2,o,O,O,1,9.5
2068,pursuit,2,p,P,C,0,9.5
2068,pursuit,2,q,Q,Q,1,9.5
2068,pursuit,2,r,R,H,0,9.5
2069,pursuit,2,a,A,A,1,9.5
2069,pursuit,2,b,B,M,0,9.5
2069,pursuit,2,c,C,C,1,9.5
2069,pursuit,2,d,D,D,1,9.5
2069,pursuit,2,e,E,D,0,9.5
2069,pursuit,2,f,F,F,1,9.5
2069,pursuit,2,g,G,G,1,9.5
2069,pursuit,2,h,H,H,1,9.5
2069,pursuit,2,i,I,J,0,9.5
2069,pursuit,2,j,J,J,1,9.5
2069,pursuit,2,k,K,K,1,9.5
2069,pursuit,2,l,L,L,1,9.5
2069,pursuit,2,m,M,M,1,9.5
2069,pursuit,2,n,N,D,0,9.5
2069,pursuit,2,o,O,O,1,9.5
2069,pursuit,2,p,P,P,1,9.5
2069,pursuit,2,q,Q,Q,1,9.5
2069,pursuit,2,r,R,R,1,9.5
2070,pursuit,2,a,A,J,0,9.5
2070,pursuit,2,b,B,B,1,9.5
2070,pursuit,2,c,C,C,1,9.5
2070,pursuit,2,d,D,D,1,9.5
2070,pursuit,2,e,E,E,1,9.5
2070,pursuit,2,f,F,F,1,9.5
2070,pursuit,2,g,G,G,1,9.5
2070,pursuit,2,h,H,H,1,9.5
2070,pursuit,2,i,I,I,1,9.5
2070,pursuit,2,j,J,J,1,9.5
2070,pursuit,2,k,K,K,1,9.5
2070,pursuit,2,l,L,L,1,9.5
2070,pursuit,2,m,M,M,1,9.5
2070,pursuit,2,n,N,N,1,9.5
2070,pursuit,2,o,O,O,1,9.5
2070,pursuit,2,p,P,P,1,9.5
2070,pursuit,2,q,Q,Q,1,9.5
2070,pursuit,2,r,R,R,1,9.5
2071,pursuit,2,a,A,A,1,9.5
2071,pursuit,2,b,B,M,0,9.5
2071,pursuit,2,c,C,C,1,9.5
2071,pursuit,2,d,D,D,1,9.5
2071,pursuit,2,e,E,E,1,9.5
2071,pursuit,2,f,F,F,1,9.5
2071,pursuit,2,g,G,G,1,9.5
2071,pursuit,2,h,H,H,1,9.5
2071,pursuit,2,i,I,I,1,9.5
2071,pursuit,2,j,J,J,1,9.5
2071,pursuit,2,k,K,K,1,9.5
2071,pursuit,2,l,L,L,1,9.5
2071,pursuit,2,m,M,M,1,9.5
2071,pursuit,2,n,N,N,1,9.5
2071,pursuit,2,o,O,D,0,9.5
2071,pursuit,2,p,P,H,0,9.5
2071,pursuit,2,q,Q,Q,1,9.5
2071,pursuit,2,r,R,R,1,9.5
2072,pursuit,2,a,A,B,0,9.5
2072,pursuit,2,b,B,B,1,9.5
2072,pursuit,2,c,C,C,1,9.5
2072,pursuit,2,d,D,D,1,9.5
2072,pursuit,2,e,E,E,1,9.5
2072,pursuit,2,f,F,F,1,9.5
2072,pursuit,2,g,G,G,1,9.5
2072,pursuit,2,h,H,H,1,9.5
2072,pursuit,2,i,I,I,1,9.5
2072,pursuit,2,j,J,Q,0,9.5
2072,pursuit,2,k,K,K,1,9.5
2072,pursuit,2,l,L,L,1,9.5
2072,pursuit,2,m,M,M,1,9.5
2072,pursuit,2,n,N,N,1,9.5
2072,pursuit,2,o,O,O,1,9.5
2072,pursuit,2,p,P,P,1,9.5
2072,pursuit,2,q,Q,Q,1,9.5
2072,pursuit,2,r,R,N,0,9.5
2073,pursuit,2,a,A,A,1,9.5
2073,pursuit,2,b,B,B,1,9.5
2073,pursuit,2,c,C,C,1,9.5
2073,pursuit,2,d,D,D,1,9.5
2073,pursuit,2,e,E,E,1,9.5
2073,pursuit,2,f,F,F,1,9.5
2073,pursuit,2,g,G,G,1,9.5
2073,pursuit,2,h,H,H,1,9.5
2073,pursuit,2,i,I,I,1,9.5
2073,pursuit,2,j,J,J,1,9.5
2073,pursuit,2,k,K,K,1,9.5
2073,pursuit,2,l,L,I,0,9.5
2073,pursuit,2,m,M,R,0,9.5
2073,pursuit,2,n,N,P,0,9.5
2073,pursuit,2,o,O,O,1,9.5
2073,pursuit,2,p,P,P,1,9.5
2073,pursuit,2,q,Q,Q,1,9.5
2073,pursuit,2,r,R,R,1,9.5
2074,pursuit,2,a,A,A,1,9.5
2074,pursuit,2,b,B,B,1,9.5
2074,pursuit,2,c,C,C,1,9.5
2074,pursuit,2,d,D,D,1,9.5
2074,pursuit,2,e,E,E,1,9.5
2074,pursuit,2,f,F,F,1,9.5
2074,pursuit,2,g,G,N,0,9.5
2074,pursuit,2,h,H,C,0,9.5
2074,pursuit,2,i,I,I,1,9.5
2074,pursuit,2,j,J,J,1,9.5
2074,pursuit,2,k,K,K,1,9.5
2074,pursuit,2,l,L,B,0,9.5
2074,pursuit,2,m,M,M,1,9.5
2074,pursuit,2,n,N,N,1,9.5
2074,pursuit,2,o,O,O,1,9.5
2074,pursuit,2,p,P,P,1,9.5
2074,pursuit,2,q,Q,Q,1,9.5
2074,pursuit,2,r,R,R,1,9.5
2075,pursuit,2,a,A,A,1,9.5
2075,pursuit,2,b,B,B,1,9.5
2075,pursuit,2,c,C,G,0,9.5
2075,pursuit,2,d,D,I,0,9.5
2075,pursuit,2,e,E,E,1,9.5
2075,pursuit,2,f,F,F,1,9.5
2075,pursuit,2,g,G,G,1,9.5
2075,pursuit,2,h,H,H,1,9.5
2075,pursuit,2,i,I,I,1,9.5
2075,pursuit,2,j,J,J,1,9.5
2075,pursuit,2,k,K,K,1,9.5
2075,pursuit,2,l,L,L,1,9.5
2075,pursuit,2,m,M,M,1,9.5
2075,pursuit,2,n,N,N,1,9.5
2075,pursuit,2,o,O,O,1,9.5
2075,pursuit,2,p,P,P,1,9.5
2075,pursuit,2,q,Q,Q,1,9.5
2075,pursuit,2,r,R,R,1,9.5
2076,pursuit,2,a,A,A,1,9.5
2076,pursuit,2,b,B,B,1,9.5
2076,pursuit,2,c,C,C,1,9.5
2076,pursuit,2,d,D,D,1,9.5
2076,pursuit,2,e,E,E,1,9.5
2076,pursuit,2,f,F,F,1,9.5
2076,pursuit,2,g,G,G,1,9.5
2076,pursuit,2,h,H,H,1,9.5
2076,pursuit,2,i,I,M,0,9.5
2076,pursuit,2,j,J,J,1,9.5
2076,pursuit,2,k,K,K,1,9.5
2076,pursuit,2,l,L,L,1,9.5
2076,pursuit,2,m,M,M,1,9.5
2076,pursuit,2,n,N,N,1,9.5
2076,pursuit,2,o,O,O,1,9.5
2076,pursuit,2,p,P,P,1,9.5
2076,pursuit,2,q,Q,Q,1,9.5
2076,pursuit,2,r,R,R,1,9.5
2077,pursuit,2,a,A,A,1,9.5
2077,pursuit,2,b,B,D,0,9.5
2077,pursuit,2,c,C,C,1,9.5
2077,pursuit,2,d,D,F,0,9.5
2077,pursuit,2,e,E,E,1,9.5
2077,pursuit,2,f,F,O,0,9.5
2077,pursuit,2,g,G,G,1,9.5
2077,pursuit,2,h,H,H,1,9.5
2077,pursuit,2,i,I,I,1,9.5
2077,pursuit,2,j,J,J,1,9.5
2077,pursuit,2,k,K,K,1,9.5
2077,pursuit,2,l,L,L,1,9.5
2077,pursuit,2,m,M,M,1,9.5
2077,pursuit,2,n,N,N,1,9.5
2077,pursuit,2,o,O,O,1,9.5
2077,pursuit,2,p,P,P,1,9.5
2077,pursuit,2,q,Q,B,0,9.5
2077,pursuit,2,r,R,R,1,9.5
2078,pursuit,2,a,A,A,1,9.5
2078,pursuit,2,b,B,B,1,9.5
2078,pursuit,2,c,C,C,1,9.5
2078,pursuit,2,d,D,D,1,9.5
2078,pursuit,2,e,E,E,1,9.5
2078,pursuit,2,f,F,F,1,9.5
2078,pursuit,2,g,G,G,1,9.5
2078,pursuit,2,h,H,H,1,9.5
2078,pursuit,2,i,I,I,1,9.5
2078,pursuit,2,j,J,J,1,9.5
2078,pursuit,2,k,K,K,1,9.5
2078,pursuit,2,l,L,L,1,9.5
2078,pursuit,2,m,M,M,1,9.5
2078,pursuit,2,n,N,E,0,9.5
2078,pursuit,2,o,O,O,1,9.5
2078,pursuit,2,p,P,P,1,9.5
2078,pursuit,2,q,Q,Q,1,9.5
2078,pursuit,2,r,R,R,1,9.5
2079,pursuit,2,a,A,A,1,9.5
2079,pursuit,2,b,B,B,1,9.5
2079,pursuit,2,c,C,P,0,9.5
2079,pursuit,2,d,D,C,0,9.5
2079,pursuit,2,e,E,I,0,9.5
2079,pursuit,2,f,F,D,0,9.5
2079,pursuit,2,g,G,G,1,9.5
2079,pursuit,2,h,H,H,1,9.5
2079,pursuit,2,i,I,I,1,9.5
2079,pursuit,2,j,J,J,1,9.5
2079,pursuit,2,k,K,K,1,9.5
2079,pursuit,2,l,L,L,1,9.5
2079,pursuit,2,m,M,M,1,9.5
2079,pursuit,2,n,N,N,1,9.5
2079,pursuit,2,o,O,O,1,9.5
2079,pursuit,2,p,P,P,1,9.5
2079,pursuit,2,q,Q,Q,1,9.5
2079,pursuit,2,r,R,R,1,9.5
2080,pursuit,2,a,A,A,1,9.5
2080,pursuit,2,b,B,B,1,9.5
2080,pursuit,2,c,C,C,1,9.5
2080,pursuit,2,d,D,D,1,9.5
2080,pursuit,2,e,E,E,1,9.5
2080,pursuit,2,f,F,F,1,9.5
2080,pursuit,2,g,G,G,1,9.5
2080,pursuit,2,h,H,H,1,9.5
2080,pursuit,2,i,I,I,1,9.5
2080,pursuit,2,j,J,J,1,9.5
2080,pursuit,2,k,K,K,1,9.5
2080,pursuit,2,l,L,L,1,9.5
2080,pursuit,2,m,M,M,1,9.5
2080,pursuit,2,n,N,N,1,9.5
2080,pursuit,2,o,O,O,1,9.5
2080,pursuit,2,p,P,Q,0,9.5
2080,pursuit,2,q,Q,Q,1,9.5
2080,pursuit,2,r,R,R,1,9.5
2081,pursuit,2,a,A,O,0,9.5
2081,pursuit,2,b,B,B,1,9.5
2081,pursuit,2,c,C,C,1,9.5
2081,pursuit,2,d,D,R,0,9.5
2081,pursuit,2,e,E,E,1,9.5
2081,pursuit,2,f,F,F,1,9.5
2081,pursuit,2,g,G,G,1,9.5
2081,pursuit,2,h,H,I,0,9.5
2081,pursuit,2,i,I,I,1,9.5
2081,pursuit,2,j,J,J,1,9.5
2081,pursuit,2,k,K,K,1,9.5
2081,pursuit,2,l,L,C,0,9.5
2081,pursuit,2,m,M,M,1,9.5
2081,pursuit,2,n,N,N,1,9.5
2081,pursuit,2,o,O,O,1,9.5
2081,pursuit,2,p,P,P,1,9.5
2081,pursuit,2,q,Q,Q,1,9.5
2081,pursuit,2,r,R,R,1,9.5
2082,pursuit,2,a,A,A,1,9.5
2082,pursuit,2,b,B,R,0,9.5
2082,pursuit,2,c,C,C,1,9.5
2082,pursuit,2,d,D,D,1,9.5
2082,pursuit,2,e,E,E,1,9.5
2082,pursuit,2,f,F,F,1,9.5
2082,pursuit,2,g,G,G,1,9.5
2082,pursuit,2,h,H,H,1,9.5
2082,pursuit,2,i,I,I,1,9.5
2082,pursuit,2,j,J,J,1,9.5
2082,pursuit,2,k,K,K,1,9.5
2082,pursuit,2,l,L,L,1,9.5
2082,pursuit,2,m,M,M,1,9.5
2082,pursuit,2,n,N,N,1,9.5
2082,pursuit,2,o,O,R,0,9.5
2082,pursuit,2,p,P,P,1,9.5
2082,pursuit,2,q,Q,C,0,9.5
2082,pursuit,2,r,R,R,1,9.5
2083,pursuit,2,a,A,A,1,9.5
2083,pursuit,2,b,B,K,0,9.5
2083,pursuit,2,c,C,C,1,9.5
2083,pursuit,2,d,D,D,1,9.5
2083,pursuit,2,e,E,E,1,9.5
2083,pursuit,2,f,F,F,1,9.5
2083,pursuit,2,g,G,G,1,9.5
2083,pursuit,2,h,H,B,0,9.5
2083,pursuit,2,i,I,I,1,9.5
2083,pursuit,2,j,J,J,1,9.5
2083,pursuit,2,k,K,G,0,9.5
2083,pursuit,2,l,L,L,1,9.5
2083,pursuit,2,m,M,M,1,9.5
2083,pursuit,2,n,N,N,1,9.5
2083,pursuit,2,o,O,I,0,9.5
2083,pursuit,2,p,P,P,1,9.5
2083,pursuit,2,q,Q,Q,1,9.5
2083,pursuit,2,r,R,R,1,9.5
2084,pursuit,2,a,A,A,1,9.5
2084,pursuit,2,b,B,B,1,9.5
2084,pursuit,2,c,C,C,1,9.5
2084,pursuit,2,d,D,K,0,9.5
2084,pursuit,2,e,E,E,1,9.5
2084,pursuit,2,f,F,F,1,9.5
2084,pursuit,2,g,G,G,1,9.5
2084,pursuit,2,h,H,H,1,9.5
2084,pursuit,2,i,I,I,1,9.5
2084,pursuit,2,j,J,J,1,9.5
2084,pursuit,2,k,K,K,1,9.5
2084,pursuit,2,l,L,L,1,9.5
2084,pursuit,2,m,M,M,1,9.5
2084,pursuit,2,n,N,N,1,9.5
2084,pursuit,2,o,O,O,1,9.5
2084,pursuit,2,p,P,P,1,9.5
2084,pursuit,2,q,Q,Q,1,9.5
2084,pursuit,2,r,R,R,1,9.5
2085,pursuit,2,a,A,A,1,9.5
2085,pursuit,2,b,B,B,1,9.5
2085,pursuit,2,c,C,C,1,9.5
2085,pursuit,2,d,D,C,0,9.5
2085,pursuit,2,e,E,E,1,9.5
2085,pursuit,2,f,F,F,1,9.5
2085,pursuit,2,g,G,G,1,9.5
2085,pursuit,2,h,H,H,1,9.5
2085,pursuit,2,i,I,I,1,9.5
2085,pursuit,2,j,J,J,1,9.5
2085,pursuit,2,k,K,M,0,9.5
2085,pursuit,2,l,L,L,1,9.5
2085,pursuit,2,m,M,M,1,9.5
2085,pursuit,2,n,N,N,1,9.5
2085,pursuit,2,o,O,O,1,9.5
2085,pursuit,2,p,P,P,1,9.5
2085,pursuit,2,q,Q,Q,1,9.5
2085,pursuit,2,r,R,R,1,9.5
2086,pursuit,2,a,A,A,1,9.5
2086,pursuit,2,b,B,B,1,9.5
2086,pursuit,2,c,C,C,1,9.5
2086,pursuit,2,d,D,D,1,9.5
2086,pursuit,2,e,E,R,0,9.5
2086,pursuit,2,f,F,F,1,9.5
2086,pursuit,2,g,G,G,1,9.5
2086,pursuit,2,h,H,H,1,9.5
2086,pursuit,2,i,I,I,1,9.5
2086,pursuit,2,j,J,J,1,9.5
2086,pursuit,2,k,K,K,1,9.5
2086,pursuit,2,l,L,L,1,9.5
2086,pursuit,2,m,M,M,1,9.5
2086,pursuit,2,n,N,N,1,9.5
2086,pursuit,2,o,O,O,1,9.5
2086,pursuit,2,p,P,P,1,9.5
2086,pursuit,2,q,Q,Q,1,9.5
2086,pursuit,2,r,R,R,1,9.5
2087,pursuit,2,a,A,P,0,9.5
2087,pursuit,2,b,B,B,1,9.5
2087,pursuit,2,c,C,C,1,9.5
2087,pursuit,2,d,D,D,1,9.5
2087,pursuit,2,e,E,E,1,9.5
2087,pursuit,2,f,F,F,1,9.5
2087,pursuit,2,g,G,G,1,9.5
2087,pursuit,2,h,H,H,1,9.5
2087,pursuit,2,i,I,I,1,9.5
2087,pursuit,2,j,J,H,0,9.5
2087,pursuit,2,k,K,K,1,9.5
2087,pursuit,2,l,L,R,0,9.5
2087,pursuit,2,m,M,G,0,9.5
2087,pursuit,2,n,N,N,1,9.5
2087,pursuit,2,o,O,A,0,9.5
2087,pursuit,2,p,P,P,1,9.5
2087,pursuit,2,q,Q,A,0,9.5
2087,pursuit,2,r,R,R,1,9.5
2088,pursuit,2,a,A,A,1,9.5
2088,pursuit,2,b,B,B,1,9.5
2088,pursuit,2,c,C,C,1,9.5
2088,pursuit,2,d,D,I,0,9.5
2088,pursuit,2,e,E,J,0,9.5
2088,pursuit,2,f,F,F,1,9.5
2088,pursuit,2,g,G,L,0,9.5
2088,pursuit,2,h,H,H,1,9.5
2088,pursuit,2,i,I,I,1,9.5
2088,pursuit,2,j,J,J,1,9.5
2088,pursuit,2,k,K,K,1,9.5
2088,pursuit,2,l,L,L,1,9.5
2088,pursuit,2,m,M,M,1,9.5
2088,pursuit,2,n,N,N,1,9.5
2088,pursuit,2,o,O,O,1,9.5
2088,pursuit,2,p,P,P,1,9.5
2088,pursuit,2,q,Q,Q,1,9.5
2088,pursuit,2,r,R,R,1,9.5
2089,pursuit,2,a,A,H,0,9.5
2089,pursuit,2,b,B,B,1,9.5
2089,pursuit,2,c,C,C,1,9.5
2089,pursuit,2,d,D,D,1,9.5
2089,pursuit,2,e,E,E,1,9.5
2089,pursuit,2,f,F,F,1,9.5
2089,pursuit,2,g,G,Q,0,9.5
2089,pursuit,2,h,H,H,1,9.5
2089,pursuit,2,i,I,I,1,9.5
2089,pursuit,2,j,J,J,1,9.5
2089,pursuit,2,k,K,K,1,9.5
2089,pursuit,2,l,L,L,1,9.5
2089,pursuit,2,m,M,I,0,9.5
2089,pursuit,2,n,N,N,1,9.5
2089,pursuit,2,o,O,O,1,9.5
2089,pursuit,2,p,P,P,1,9.5
2089,pursuit,2,q,Q,Q,1,9.5
2089,pursuit,2,r,R,R,1,9.5
2090,pursuit,2,a,A,A,1,9.5
2090,pursuit,2,b,B,B,1,9.5
2090,pursuit,2,c,C,C,1,9.5
2090,pursuit,2,d,D,D,1,9.5
2090,pursuit,2,e,E,N,0,9.5
2090,pursuit,2,f,F,F,1,9.5
2090,pursuit,2,g,G,H,0,9.5
2090,pursuit,2,h,H,H,1,9.5
2090,pursuit,2,i,I,H,0,9.5
2090,pursuit,2,j,J,J,1,9.5
2090,pursuit,2,k,K,K,1,9.5
2090,pursuit,2,l,L,L,1,9.5
2090,pursuit,2,m,M,M,1,9.5
2090,pursuit,2,n,N,N,1,9.5
2090,pursuit,2,o,O,D,0,9.5
2090,pursuit,2,p,P,P,1,9.5
2090,pursuit,2,q,Q,Q,1,9.5
2090,pursuit,2,r,R,R,1,9.5
2091,pursuit,2,a,A,A,1,9.5
2091,pursuit,2,b,B,B,1,9.5
2091,pursuit,2,c,C,C,1,9.5
2091,pursuit,2,d,D,D,1,9.5
2091,pursuit,2,e,E,R,0,9.5
2091,pursuit,2,f,F,F,1,9.5
2091,pursuit,2,g,G,B,0,9.5
2091,pursuit,2,h,H,H,1,9.5
2091,pursuit,2,i,I,I,1,9.5
2091,pursuit,2,j,J,J,1,9.5
2091,pursuit,2,k,K,K,1,9.5
2091,pursuit,2,l,L,L,1,9.5
2091,pursuit,2,m,M,M,1,9.5
2091,pursuit,2,n,N,N,1,9.5
2091,pursuit,2,o,O,O,1,9.5
2091,pursuit,2,p,P,P,1,9.5
2091,pursuit,2,q,Q,Q,1,9.5
2091,pursuit,2,r,R,R,1,9.5
2092,pursuit,2,a,A,A,1,9.5
2092,pursuit,2,b,B,B,1,9.5
2092,pursuit,2,c,C,C,1,9.5
2092,pursuit,2,d,D,D,1,9.5
2092,pursuit,2,e,E,E,1,9.5
2092,pursuit,2,f,F,F,1,9.5
2092,pursuit,2,g,G,G,1,9.5
2092,pursuit,2,h,H,H,1,9.5
2092,pursuit,2,i,I,I,1,9.5
2092,pursuit,2,j,J,J,1,9.5
2092,pursuit,2,k,K,K,1,9.5
2092,pursuit,2,l,L,L,1,9.5
2092,pursuit,2,m,M,M,1,9.5
2092,pursuit,2,n,N,N,1,9.5
2092,pursuit,2,o,O,O,1,9.5
2092,pursuit,2,p,P,P,1,9.5
2092,pursuit,2,q,Q,Q,1,9.5
2092,pursuit,2,r,R,R,1,9.5
2093,pursuit,2,a,A,A,1,9.5
2093,pursuit,2,b,B,B,1,9.5
2093,pursuit,2,c,C,C,1,9.5
2093,pursuit,2,d,D,D,1,9.5
2093,pursuit,2,e,E,M,0,9.5
2093,pursuit,2,f,F,F,1,9.5
2093,pursuit,2,g,G,G,1,9.5
2093,pursuit,2,h,H,H,1,9.5
2093,pursuit,2,i,I,I,1,9.5
2093,pursuit,2,j,J,J,1,9.5
2093,pursuit,2,k,K,K,1,9.5
2093,pursuit,2,l,L,L,1,9.5
2093,pursuit,2,m,M,M,1,9.5
2093,pursuit,2,n,N,N,1,9.5
2093,pursuit,2,o,O,O,1,9.5
2093,pursuit,2,p,P,P,1,9.5
2093,pursuit,2,q,Q,J,0,9.5
2093,pursuit,2,r,R,R,1,9.5
2094,pursuit,2,a,A,A,1,9.5
2094,pursuit,2,b,B,B,1,9.5
2094,pursuit,2,c,C,C,1,9.5
2094,pursuit,2,d,D,D,1,9.5
2094,pursuit,2,e,E,E,1,9.5
2094,pursuit,2,f,F,F,1,9.5
2094,pursuit,2,g,G,G,1,9.5
2094,pursuit,2,h,H,H,1,9.5
2094,pursuit,2,i,I,G,0,9.5
2094,pursuit,2,j,J,J,1,9.5
2094,pursuit,2,k,K,K,1,9.5
2094,pursuit,2,l,L,L,1,9.5
2094,pursuit,2,m,M,E,0,9.5
2094,pursuit,2,n,N,N,1,9.5
2094,pursuit,2,o,O,O,1,9.5
2094,pursuit,2,p,P,P,1,9.5
2094,pursuit,2,q,Q,Q,1,9.5
2094,pursuit,2,r,R,R,1,9.5
2095,pursuit,2,a,A,A,1,9.5
2095,pursuit,2,b,B,B,1,9.5
2095,pursuit,2,c,C,C,1,9.5
2095,pursuit,2,d,D,D,1,9.5
2095,pursuit,2,e,E,E,1,9.5
2095,pursuit,2,f,F,F,1,9.5
2095,pursuit,2,g,G,G,1,9.5
2095,pursuit,2,h,H,H,1,9.5
2095,pursuit,2,i,I,I,1,9.5
2095,pursuit,2,j,J,J,1,9.5
2095,pursuit,2,k,K,A,0,9.5
2095,pursuit,2,l,L,L,1,9.5
2095,pursuit,2,m,M,M,1,9.5
2095,pursuit,2,n,N,N,1,9.5
2095,pursuit,2,o,O,O,1,9.5
2095,pursuit,2,p,P,P,1,9.5
2095,pursuit,2,q,Q,Q,1,9.5
2095,pursuit,2,r,R,R,1,9.5
2096,pursuit,2,a,A,A,1,9.5
2096,pursuit,2,b,B,B,1,9.5
2096,pursuit,2,c,C,C,1,9.5
2096,pursuit,2,d,D,D,1,9.5
2096,pursuit,2,e,E,G,0,9.5
2096,pursuit,2,f,F,F,1,9.5
2096,pursuit,2,g,G,G,1,9.5
2096,pursuit,2,h,H,H,1,9.5
2096,pursuit,2,i,I,I,1,9.5
2096,pursuit,2,j,J,J,1,9.5
2096,pursuit,2,k,K,K,1,9.5
2096,pursuit,2,l,L,L,1,9.5
2096,pursuit,2,m,M,M,1,9.5
2096,pursuit,2,n,N,N,1,9.5
2096,pursuit,2,o,O,O,1,9.5
2096,pursuit,2,p,P,P,1,9.5
2096,pursuit,2,q,Q,K,0,9.5
2096,pursuit,2,r,R,E,0,9.5
2097,pursuit,2,a,A,A,1,9.5
2097,pursuit,2,b,B,B,1,9.5
2097,pursuit,2,c,C,C,1,9.5
2097,pursuit,2,d,D,O,0,9.5
2097,pursuit,2,e,E,E,1,9.5
2097,pursuit,2,f,F,F,1,9.5
