sample,model,condition,words,meanings,response,accuracy,memory_size
2479,trace_0.5,2,d,D,D,1,4.25
2479,trace_0.5,2,e,E,E,1,4.25
2479,trace_0.5,2,f,F,F,1,4.25
2479,trace_0.5,2,g,G,G,1,4.25
2479,trace_0.5,2,h,H,H,1,4.25
2479,trace_0.5,2,i,I,I,1,4.25
2479,trace_0.5,2,j,J,J,1,4.25
2479,trace_0.5,2,k,K,K,1,4.25
2479,trace_0.5,2,l,L,L,1,4.25
2479,trace_0.5,2,m,M,M,1,4.25
2479,trace_0.5,2,n,N,N,1,4.25
2479,trace_0.5,2,o,O,O,1,4.25
2479,trace_0.5,2,p,P,P,1,4.25
2479,trace_0.5,2,q,Q,Q,1,4.25
2479,trace_0.5,2,r,R,R,1,4.25
2480,trace_0.5,2,a,A,A,1,4.25
2480,trace_0.5,2,b,B,B,1,4.25
2480,trace_0.5,2,c,C,C,1,4.25
2480,trace_0.5,2,d,D,D,1,4.25
2480,trace_0.5,2,e,E,J,0,4.25
2480,trace_0.5,2,f,F,F,1,4.25
2480,trace_0.5,2,g,G,H,0,4.25
2480,trace_0.5,2,h,H,H,1,4.25
2480,trace_0.5,2,i,I,I,1,4.25
2480,trace_0.5,2,j,J,J,1,4.25
2480,trace_0.5,2,k,K,K,1,4.25
2480,trace_0.5,2,l,L,L,1,4.25
2480,trace_0.5,2,m,M,M,1,4.25
2480,trace_0.5,2,n,N,I,0,4.25
2480,trace_0.5,2,o,O,O,1,4.25
2480,trace_0.5,2,p,P,P,1,4.25
2480,trace_0.5,2,q,Q,Q,1,4.25
2480,trace_0.5,2,r,R,R,1,4.25
2481,trace_0.5,2,a,A,A,1,4.25
2481,trace_0.5,2,b,B,B,1,4.25
2481,trace_0.5,2,c,C,C,1,4.25
2481,trace_0.5,2,d,D,D,1,4.25
2481,trace_0.5,2,e,E,E,1,4.25
2481,trace_0.5,2,f,F,F,1,4.25
2481,trace_0.5,2,g,G,G,1,4.25
2481,trace_0.5,2,h,H,H,1,4.25
2481,trace_0.5,2,i,I,I,1,4.25
2481,trace_0.5,2,j,J,J,1,4.25
2481,trace_0.5,2,k,K,K,1,4.25
2481,trace_0.5,2,l,L,L,1,4.25
2481,trace_0.5,2,m,M,M,1,4.25
2481,trace_0.5,2,n,N,N,1,4.25
2481,trace_0.5,2,o,O,O,1,4.25
2481,trace_0.5,2,p,P,P,1,4.25
2481,trace_0.5,2,q,Q,Q,1,4.25
2481,trace_0.5,2,r,R,R,1,4.25
2482,trace_0.5,2,a,A,A,1,4.25
2482,trace_0.5,2,b,B,B,1,4.25
2482,trace_0.5,2,c,C,C,1,4.25
2482,trace_0.5,2,d,D,D,1,4.25
2482,trace_0.5,2,e,E,E,1,4.25
2482,trace_0.5,2,f,F,F,1,4.25
2482,trace_0.5,2,g,G,G,1,4.25
2482,trace_0.5,2,h,H,H,1,4.25
2482,trace_0.5,2,i,I,I,1,4.25
2482,trace_0.5,2,j,J,J,1,4.25
2482,trace_0.5,2,k,K,K,1,4.25
2482,trace_0.5,2,l,L,L,1,4.25
2482,trace_0.5,2,m,M,M,1,4.25
2482,trace_0.5,2,n,N,N,1,4.25
2482,trace_0.5,2,o,O,O,1,4.25
2482,trace_0.5,2,p,P,P,1,4.25
2482,trace_0.5,2,q,Q,Q,1,4.25
2482,trace_0.5,2,r,R,R,1,4.25
2483,trace_0.5,2,a,A,A,1,4.25
2483,trace_0.5,2,b,B,B,1,4.25
2483,trace_0.5,2,c,C,C,1,4.25
2483,trace_0.5,2,d,D,D,1,4.25
2483,trace_0.5,2,e,E,E,1,4.25
2483,trace_0.5,2,f,F,F,1,4.25
2483,trace_0.5,2,g,G,G,1,4.25
2483,trace_0.5,2,h,H,H,1,4.25
2483,trace_0.5,2,i,I,I,1,4.25
2483,trace_0.5,2,j,J,J,1,4.25
2483,trace_0.5,2,k,K,K,1,4.25
2483,trace_0.5,2,l,L,L,1,4.25
2483,trace_0.5,2,m,M,M,1,4.25
2483,trace_0.5,2,n,N,N,1,4.25
2483,trace_0.5,2,o,O,O,1,4.25
2483,trace_0.5,2,p,P,P,1,4.25
2483,trace_0.5,2,q,Q,Q,1,4.25
2483,trace_0.5,2,r,R,R,1,4.25
2484,trace_0.5,2,a,A,A,1,4.25
2484,trace_0.5,2,b,B,B,1,4.25
2484,trace_0.5,2,c,C,C,1,4.25
2484,trace_0.5,2,d,D,D,1,4.25
2484,trace_0.5,2,e,E,E,1,4.25
2484,trace_0.5,2,f,F,F,1,4.25
2484,trace_0.5,2,g,G,G,1,4.25
2484,trace_0.5,2,h,H,H,1,4.25
2484,trace_0.5,2,i,I,I,1,4.25
2484,trace_0.5,2,j,J,J,1,4.25
2484,trace_0.5,2,k,K,K,1,4.25
2484,trace_0.5,2,l,L,L,1,4.25
2484,trace_0.5,2,m,M,M,1,4.25
2484,trace_0.5,2,n,N,N,1,4.25
2484,trace_0.5,2,o,O,O,1,4.25
2484,trace_0.5,2,p,P,P,1,4.25
2484,trace_0.5,2,q,Q,Q,1,4.25
2484,trace_0.5,2,r,R,R,1,4.25
2485,trace_0.5,2,a,A,A,1,4.25
2485,trace_0.5,2,b,B,B,1,4.25
2485,trace_0.5,2,c,C,C,1,4.25
2485,trace_0.5,2,d,D,D,1,4.25
2485,trace_0.5,2,e,E,E,1,4.25
2485,trace_0.5,2,f,F,F,1,4.25
2485,trace_0.5,2,g,G,G,1,4.25
2485,trace_0.5,2,h,H,H,1,4.25
2485,trace_0.5,2,i,I,I,1,4.25
2485,trace_0.5,2,j,J,J,1,4.25
2485,trace_0.5,2,k,K,K,1,4.25
2485,trace_0.5,2,l,L,L,1,4.25
2485,trace_0.5,2,m,M,M,1,4.25
2485,trace_0.5,2,n,N,N,1,4.25
2485,trace_0.5,2,o,O,O,1,4.25
2485,trace_0.5,2,p,P,P,1,4.25
2485,trace_0.5,2,q,Q,Q,1,4.25
2485,trace_0.5,2,r,R,R,1,4.25
2486,trace_0.5,2,a,A,A,1,4.25
2486,trace_0.5,2,b,B,B,1,4.25
2486,trace_0.5,2,c,C,C,1,4.25
2486,trace_0.5,2,d,D,D,1,4.25
2486,trace_0.5,2,e,E,E,1,4.25
2486,trace_0.5,2,f,F,F,1,4.25
2486,trace_0.5,2,g,G,G,1,4.25
2486,trace_0.5,2,h,H,H,1,4.25
2486,trace_0.5,2,i,I,I,1,4.25
2486,trace_0.5,2,j,J,J,1,4.25
2486,trace_0.5,2,k,K,K,1,4.25
2486,trace_0.5,2,l,L,L,1,4.25
2486,trace_0.5,2,m,M,M,1,4.25
2486,trace_0.5,2,n,N,N,1,4.25
2486,trace_0.5,2,o,O,O,1,4.25
2486,trace_0.5,2,p,P,P,1,4.25
2486,trace_0.5,2,q,Q,Q,1,4.25
2486,trace_0.5,2,r,R,R,1,4.25
2487,trace_0.5,2,a,A,A,1,4.25
2487,trace_0.5,2,b,B,B,1,4.25
2487,trace_0.5,2,c,C,C,1,4.25
2487,trace_0.5,2,d,D,D,1,4.25
2487,trace_0.5,2,e,E,E,1,4.25
2487,trace_0.5,2,f,F,F,1,4.25
2487,trace_0.5,2,g,G,G,1,4.25
2487,trace_0.5,2,h,H,H,1,4.25
2487,trace_0.5,2,i,I,I,1,4.25
2487,trace_0.5,2,j,J,J,1,4.25
2487,trace_0.5,2,k,K,K,1,4.25
2487,trace_0.5,2,l,L,L,1,4.25
2487,trace_0.5,2,m,M,M,1,4.25
2487,trace_0.5,2,n,N,N,1,4.25
2487,trace_0.5,2,o,O,O,1,4.25
2487,trace_0.5,2,p,P,P,1,4.25
2487,trace_0.5,2,q,Q,Q,1,4.25
2487,trace_0.5,2,r,R,P,0,4.25
2488,trace_0.5,2,a,A,A,1,4.25
2488,trace_0.5,2,b,B,B,1,4.25
2488,trace_0.5,2,c,C,C,1,4.25
2488,trace_0.5,2,d,D,D,1,4.25
2488,trace_0.5,2,e,E,E,1,4.25
2488,trace_0.5,2,f,F,F,1,4.25
2488,trace_0.5,2,g,G,G,1,4.25
2488,trace_0.5,2,h,H,H,1,4.25
2488,trace_0.5,2,i,I,I,1,4.25
2488,trace_0.5,2,j,J,J,1,4.25
2488,trace_0.5,2,k,K,K,1,4.25
2488,trace_0.5,2,l,L,L,1,4.25
2488,trace_0.5,2,m,M,M,1,4.25
2488,trace_0.5,2,n,N,N,1,4.25
2488,trace_0.5,2,o,O,O,1,4.25
2488,trace_0.5,2,p,P,P,1,4.25
2488,trace_0.5,2,q,Q,Q,1,4.25
2488,trace_0.5,2,r,R,R,1,4.25
2489,trace_0.5,2,a,A,A,1,4.25
2489,trace_0.5,2,b,B,B,1,4.25
2489,trace_0.5,2,c,C,C,1,4.25
2489,trace_0.5,2,d,D,D,1,4.25
2489,trace_0.5,2,e,E,E,1,4.25
2489,trace_0.5,2,f,F,F,1,4.25
2489,trace_0.5,2,g,G,G,1,4.25
2489,trace_0.5,2,h,H,H,1,4.25
2489,trace_0.5,2,i,I,I,1,4.25
2489,trace_0.5,2,j,J,J,1,4.25
2489,trace_0.5,2,k,K,K,1,4.25
2489,trace_0.5,2,l,L,L,1,4.25
2489,trace_0.5,2,m,M,M,1,4.25
2489,trace_0.5,2,n,N,N,1,4.25
2489,trace_0.5,2,o,O,O,1,4.25
2489,trace_0.5,2,p,P,P,1,4.25
2489,trace_0.5,2,q,Q,Q,1,4.25
2489,trace_0.5,2,r,R,R,1,4.25
2490,trace_0.5,2,a,A,A,1,4.25
2490,trace_0.5,2,b,B,B,1,4.25
2490,trace_0.5,2,c,C,C,1,4.25
2490,trace_0.5,2,d,D,D,1,4.25
2490,trace_0.5,2,e,E,E,1,4.25
2490,trace_0.5,2,f,F,F,1,4.25
2490,trace_0.5,2,g,G,G,1,4.25
2490,trace_0.5,2,h,H,H,1,4.25
2490,trace_0.5,2,i,I,I,1,4.25
2490,trace_0.5,2,j,J,J,1,4.25
2490,trace_0.5,2,k,K,K,1,4.25
2490,trace_0.5,2,l,L,L,1,4.25
2490,trace_0.5,2,m,M,M,1,4.25
2490,trace_0.5,2,n,N,N,1,4.25
2490,trace_0.5,2,o,O,O,1,4.25
2490,trace_0.5,2,p,P,P,1,4.25
2490,trace_0.5,2,q,Q,Q,1,4.25
2490,trace_0.5,2,r,R,R,1,4.25
2491,trace_0.5,2,a,A,A,1,4.25
2491,trace_0.5,2,b,B,B,1,4.25
2491,trace_0.5,2,c,C,C,1,4.25
2491,trace_0.5,2,d,D,D,1,4.25
2491,trace_0.5,2,e,E,E,1,4.25
2491,trace_0.5,2,f,F,F,1,4.25
2491,trace_0.5,2,g,G,Q,0,4.25
2491,trace_0.5,2,h,H,J,0,4.25
2491,trace_0.5,2,i,I,I,1,4.25
2491,trace_0.5,2,j,J,J,1,4.25
2491,trace_0.5,2,k,K,N,0,4.25
2491,trace_0.5,2,l,L,L,1,4.25
2491,trace_0.5,2,m,M,M,1,4.25
2491,trace_0.5,2,n,N,N,1,4.25
2491,trace_0.5,2,o,O,O,1,4.25
2491,trace_0.5,2,p,P,P,1,4.25
2491,trace_0.5,2,q,Q,Q,1,4.25
2491,trace_0.5,2,r,R,R,1,4.25
2492,trace_0.5,2,a,A,A,1,4.25
2492,trace_0.5,2,b,B,B,1,4.25
2492,trace_0.5,2,c,C,C,1,4.25
2492,trace_0.5,2,d,D,D,1,4.25
2492,trace_0.5,2,e,E,E,1,4.25
2492,trace_0.5,2,f,F,F,1,4.25
2492,trace_0.5,2,g,G,G,1,4.25
2492,trace_0.5,2,h,H,H,1,4.25
2492,trace_0.5,2,i,I,I,1,4.25
2492,trace_0.5,2,j,J,J,1,4.25
2492,trace_0.5,2,k,K,K,1,4.25
2492,trace_0.5,2,l,L,L,1,4.25
2492,trace_0.5,2,m,M,M,1,4.25
2492,trace_0.5,2,n,N,N,1,4.25
2492,trace_0.5,2,o,O,O,1,4.25
2492,trace_0.5,2,p,P,P,1,4.25
2492,trace_0.5,2,q,Q,Q,1,4.25
2492,trace_0.5,2,r,R,R,1,4.25
2493,trace_0.5,2,a,A,A,1,4.25
2493,trace_0.5,2,b,B,B,1,4.25
2493,trace_0.5,2,c,C,C,1,4.25
2493,trace_0.5,2,d,D,D,1,4.25
2493,trace_0.5,2,e,E,E,1,4.25
2493,trace_0.5,2,f,F,F,1,4.25
2493,trace_0.5,2,g,G,G,1,4.25
2493,trace_0.5,2,h,H,H,1,4.25
2493,trace_0.5,2,i,I,I,1,4.25
2493,trace_0.5,2,j,J,J,1,4.25
2493,trace_0.5,2,k,K,K,1,4.25
2493,trace_0.5,2,l,L,L,1,4.25
2493,trace_0.5,2,m,M,M,1,4.25
2493,trace_0.5,2,n,N,N,1,4.25
2493,trace_0.5,2,o,O,O,1,4.25
2493,trace_0.5,2,p,P,P,1,4.25
2493,trace_0.5,2,q,Q,Q,1,4.25
2493,trace_0.5,2,r,R,R,1,4.25
2494,trace_0.5,2,a,A,A,1,4.25
2494,trace_0.5,2,b,B,B,1,4.25
2494,trace_0.5,2,c,C,C,1,4.25
2494,trace_0.5,2,d,D,D,1,4.25
2494,trace_0.5,2,e,E,K,0,4.25
2494,trace_0.5,2,f,F,F,1,4.25
2494,trace_0.5,2,g,G,G,1,4.25
2494,trace_0.5,2,h,H,H,1,4.25
2494,trace_0.5,2,i,I,I,1,4.25
2494,trace_0.5,2,j,J,J,1,4.25
2494,trace_0.5,2,k,K,K,1,4.25
2494,trace_0.5,2,l,L,L,1,4.25
2494,trace_0.5,2,m,M,M,1,4.25
2494,trace_0.5,2,n,N,F,0,4.25
2494,trace_0.5,2,o,O,O,1,4.25
2494,trace_0.5,2,p,P,P,1,4.25
2494,trace_0.5,2,q,Q,P,0,4.25
2494,trace_0.5,2,r,R,R,1,4.25
2495,trace_0.5,2,a,A,A,1,4.25
2495,trace_0.5,2,b,B,B,1,4.25
2495,trace_0.5,2,c,C,C,1,4.25
2495,trace_0.5,2,d,D,D,1,4.25
2495,trace_0.5,2,e,E,E,1,4.25
2495,trace_0.5,2,f,F,F,1,4.25
2495,trace_0.5,2,g,G,G,1,4.25
2495,trace_0.5,2,h,H,H,1,4.25
2495,trace_0.5,2,i,I,I,1,4.25
2495,trace_0.5,2,j,J,J,1,4.25
2495,trace_0.5,2,k,K,K,1,4.25
2495,trace_0.5,2,l,L,L,1,4.25
2495,trace_0.5,2,m,M,M,1,4.25
2495,trace_0.5,2,n,N,N,1,4.25
2495,trace_0.5,2,o,O,P,0,4.25
2495,trace_0.5,2,p,P,P,1,4.25
2495,trace_0.5,2,q,Q,Q,1,4.25
2495,trace_0.5,2,r,R,R,1,4.25
2496,trace_0.5,2,a,A,A,1,4.25
2496,trace_0.5,2,b,B,B,1,4.25
2496,trace_0.5,2,c,C,C,1,4.25
2496,trace_0.5,2,d,D,D,1,4.25
2496,trace_0.5,2,e,E,E,1,4.25
2496,trace_0.5,2,f,F,F,1,4.25
2496,trace_0.5,2,g,G,G,1,4.25
2496,trace_0.5,2,h,H,H,1,4.25
2496,trace_0.5,2,i,I,I,1,4.25
2496,trace_0.5,2,j,J,J,1,4.25
2496,trace_0.5,2,k,K,K,1,4.25
2496,trace_0.5,2,l,L,L,1,4.25
2496,trace_0.5,2,m,M,M,1,4.25
2496,trace_0.5,2,n,N,N,1,4.25
2496,trace_0.5,2,o,O,O,1,4.25
2496,trace_0.5,2,p,P,P,1,4.25
2496,trace_0.5,2,q,Q,Q,1,4.25
2496,trace_0.5,2,r,R,R,1,4.25
2497,trace_0.5,2,a,A,A,1,4.25
2497,trace_0.5,2,b,B,B,1,4.25
2497,trace_0.5,2,c,C,C,1,4.25
2497,trace_0.5,2,d,D,D,1,4.25
2497,trace_0.5,2,e,E,E,1,4.25
2497,trace_0.5,2,f,F,F,1,4.25
2497,trace_0.5,2,g,G,G,1,4.25
2497,trace_0.5,2,h,H,H,1,4.25
2497,trace_0.5,2,i,I,I,1,4.25
2497,trace_0.5,2,j,J,J,1,4.25
2497,trace_0.5,2,k,K,K,1,4.25
2497,trace_0.5,2,l,L,L,1,4.25
2497,trace_0.5,2,m,M,R,0,4.25
2497,trace_0.5,2,n,N,N,1,4.25
2497,trace_0.5,2,o,O,O,1,4.25
2497,trace_0.5,2,p,P,P,1,4.25
2497,trace_0.5,2,q,Q,Q,1,4.25
2497,trace_0.5,2,r,R,R,1,4.25
2498,trace_0.5,2,a,A,A,1,4.25
2498,trace_0.5,2,b,B,B,1,4.25
2498,trace_0.5,2,c,C,C,1,4.25
2498,trace_0.5,2,d,D,D,1,4.25
2498,trace_0.5,2,e,E,E,1,4.25
2498,trace_0.5,2,f,F,F,1,4.25
2498,trace_0.5,2,g,G,G,1,4.25
2498,trace_0.5,2,h,H,H,1,4.25
2498,trace_0.5,2,i,I,I,1,4.25
2498,trace_0.5,2,j,J,J,1,4.25
2498,trace_0.5,2,k,K,K,1,4.25
2498,trace_0.5,2,l,L,L,1,4.25
2498,trace_0.5,2,m,M,M,1,4.25
2498,trace_0.5,2,n,N,N,1,4.25
2498,trace_0.5,2,o,O,O,1,4.25
2498,trace_0.5,2,p,P,P,1,4.25
2498,trace_0.5,2,q,Q,Q,1,4.25
2498,trace_0.5,2,r,R,R,1,4.25
2499,trace_0.5,2,a,A,A,1,4.25
2499,trace_0.5,2,b,B,B,1,4.25
2499,trace_0.5,2,c,C,C,1,4.25
2499,trace_0.5,2,d,D,D,1,4.25
2499,trace_0.5,2,e,E,E,1,4.25
2499,trace_0.5,2,f,F,F,1,4.25
2499,trace_0.5,2,g,G,G,1,4.25
2499,trace_0.5,2,h,H,H,1,4.25
2499,trace_0.5,2,i,I,I,1,4.25
2499,trace_0.5,2,j,J,J,1,4.25
2499,trace_0.5,2,k,K,K,1,4.25
2499,trace_0.5,2,l,L,L,1,4.25
2499,trace_0.5,2,m,M,M,1,4.25
2499,trace_0.5,2,n,N,N,1,4.25
2499,trace_0.5,2,o,O,O,1,4.25
2499,trace_0.5,2,p,P,P,1,4.25
2499,trace_0.5,2,q,Q,Q,1,4.25
2499,trace_0.5,2,r,R,R,1,4.25
2500,trace_0.5,2,a,A,A,1,4.25
2500,trace_0.5,2,b,B,B,1,4.25
2500,trace_0.5,2,c,C,C,1,4.25
2500,trace_0.5,2,d,D,D,1,4.25
2500,trace_0.5,2,e,E,E,1,4.25
2500,trace_0.5,2,f,F,F,1,4.25
2500,trace_0.5,2,g,G,G,1,4.25
2500,trace_0.5,2,h,H,H,1,4.25
2500,trace_0.5,2,i,I,I,1,4.25
2500,trace_0.5,2,j,J,J,1,4.25
2500,trace_0.5,2,k,K,K,1,4.25
2500,trace_0.5,2,l,L,L,1,4.25
2500,trace_0.5,2,m,M,M,1,4.25
2500,trace_0.5,2,n,N,N,1,4.25
2500,trace_0.5,2,o,O,O,1,4.25
2500,trace_0.5,2,p,P,P,1,4.25
2500,trace_0.5,2,q,Q,Q,1,4.25
2500,trace_0.5,2,r,R,R,1,4.25
2501,trace_0.5,2,a,A,A,1,4.25
2501,trace_0.5,2,b,B,B,1,4.25
2501,trace_0.5,2,c,C,C,1,4.25
2501,trace_0.5,2,d,D,D,1,4.25
2501,trace_0.5,2,e,E,E,1,4.25
2501,trace_0.5,2,f,F,F,1,4.25
2501,trace_0.5,2,g,G,G,1,4.25
2501,trace_0.5,2,h,H,H,1,4.25
2501,trace_0.5,2,i,I,I,1,4.25
2501,trace_0.5,2,j,J,J,1,4.25
2501,trace_0.5,2,k,K,K,1,4.25
2501,trace_0.5,2,l,L,N,0,4.25
2501,trace_0.5,2,m,M,M,1,4.25
2501,trace_0.5,2,n,N,N,1,4.25
2501,trace_0.5,2,o,O,O,1,4.25
2501,trace_0.5,2,p,P,P,1,4.25
2501,trace_0.5,2,q,Q,Q,1,4.25
2501,trace_0.5,2,r,R,R,1,4.25
2502,trace_0.5,2,a,A,A,1,4.25
2502,trace_0.5,2,b,B,B,1,4.25
2502,trace_0.5,2,c,C,C,1,4.25
2502,trace_0.5,2,d,D,D,1,4.25
2502,trace_0.5,2,e,E,E,1,4.25
2502,trace_0.5,2,f,F,F,1,4.25
2502,trace_0.5,2,g,G,G,1,4.25
2502,trace_0.5,2,h,H,H,1,4.25
2502,trace_0.5,2,i,I,I,1,4.25
2502,trace_0.5,2,j,J,J,1,4.25
2502,trace_0.5,2,k,K,K,1,4.25
2502,trace_0.5,2,l,L,L,1,4.25
2502,trace_0.5,2,m,M,M,1,4.25
2502,trace_0.5,2,n,N,N,1,4.25
2502,trace_0.5,2,o,O,O,1,4.25
2502,trace_0.5,2,p,P,P,1,4.25
2502,trace_0.5,2,q,Q,Q,1,4.25
2502,trace_0.5,2,r,R,R,1,4.25
2503,trace_0.5,2,a,A,A,1,4.25
2503,trace_0.5,2,b,B,B,1,4.25
2503,trace_0.5,2,c,C,J,0,4.25
2503,trace_0.5,2,d,D,D,1,4.25
2503,trace_0.5,2,e,E,E,1,4.25
2503,trace_0.5,2,f,F,F,1,4.25
2503,trace_0.5,2,g,G,G,1,4.25
2503,trace_0.5,2,h,H,H,1,4.25
2503,trace_0.5,2,i,I,I,1,4.25
2503,trace_0.5,2,j,J,J,1,4.25
2503,trace_0.5,2,k,K,K,1,4.25
2503,trace_0.5,2,l,L,L,1,4.25
2503,trace_0.5,2,m,M,M,1,4.25
2503,trace_0.5,2,n,N,N,1,4.25
2503,trace_0.5,2,o,O,O,1,4.25
2503,trace_0.5,2,p,P,P,1,4.25
2503,trace_0.5,2,q,Q,Q,1,4.25
2503,trace_0.5,2,r,R,R,1,4.25
2504,trace_0.5,2,a,A,A,1,4.25
2504,trace_0.5,2,b,B,B,1,4.25
2504,trace_0.5,2,c,C,C,1,4.25
2504,trace_0.5,2,d,D,D,1,4.25
2504,trace_0.5,2,e,E,E,1,4.25
2504,trace_0.5,2,f,F,F,1,4.25
2504,trace_0.5,2,g,G,G,1,4.25
2504,trace_0.5,2,h,H,H,1,4.25
2504,trace_0.5,2,i,I,I,1,4.25
2504,trace_0.5,2,j,J,J,1,4.25
2504,trace_0.5,2,k,K,K,1,4.25
2504,trace_0.5,2,l,L,L,1,4.25
2504,trace_0.5,2,m,M,M,1,4.25
2504,trace_0.5,2,n,N,N,1,4.25
2504,trace_0.5,2,o,O,O,1,4.25
2504,trace_0.5,2,p,P,P,1,4.25
2504,trace_0.5,2,q,Q,Q,1,4.25
2504,trace_0.5,2,r,R,R,1,4.25
2505,trace_0.5,2,a,A,A,1,4.25
2505,trace_0.5,2,b,B,B,1,4.25
2505,trace_0.5,2,c,C,C,1,4.25
2505,trace_0.5,2,d,D,D,1,4.25
2505,trace_0.5,2,e,E,E,1,4.25
2505,trace_0.5,2,f,F,F,1,4.25
2505,trace_0.5,2,g,G,G,1,4.25
2505,trace_0.5,2,h,H,H,1,4.25
2505,trace_0.5,2,i,I,I,1,4.25
2505,trace_0.5,2,j,J,J,1,4.25
2505,trace_0.5,2,k,K,K,1,4.25
2505,trace_0.5,2,l,L,L,1,4.25
2505,trace_0.5,2,m,M,M,1,4.25
2505,trace_0.5,2,n,N,N,1,4.25
2505,trace_0.5,2,o,O,O,1,4.25
2505,trace_0.5,2,p,P,P,1,4.25
2505,trace_0.5,2,q,Q,Q,1,4.25
2505,trace_0.5,2,r,R,R,1,4.25
2506,trace_0.5,2,a,A,A,1,4.25
2506,trace_0.5,2,b,B,B,1,4.25
2506,trace_0.5,2,c,C,C,1,4.25
2506,trace_0.5,2,d,D,D,1,4.25
2506,trace_0.5,2,e,E,E,1,4.25
2506,trace_0.5,2,f,F,F,1,4.25
2506,trace_0.5,2,g,G,G,1,4.25
2506,trace_0.5,2,h,H,H,1,4.25
2506,trace_0.5,2,i,I,I,1,4.25
2506,trace_0.5,2,j,J,J,1,4.25
2506,trace_0.5,2,k,K,K,1,4.25
2506,trace_0.5,2,l,L,L,1,4.25
2506,trace_0.5,2,m,M,M,1,4.25
2506,trace_0.5,2,n,N,N,1,4.25
2506,trace_0.5,2,o,O,O,1,4.25
2506,trace_0.5,2,p,P,P,1,4.25
2506,trace_0.5,2,q,Q,Q,1,4.25
2506,trace_0.5,2,r,R,R,1,4.25
2507,trace_0.5,2,a,A,A,1,4.25
2507,trace_0.5,2,b,B,B,1,4.25
2507,trace_0.5,2,c,C,C,1,4.25
2507,trace_0.5,2,d,D,D,1,4.25
2507,trace_0.5,2,e,E,E,1,4.25
2507,trace_0.5,2,f,F,F,1,4.25
2507,trace_0.5,2,g,G,G,1,4.25
2507,trace_0.5,2,h,H,H,1,4.25
2507,trace_0.5,2,i,I,I,1,4.25
2507,trace_0.5,2,j,J,J,1,4.25
2507,trace_0.5,2,k,K,K,1,4.25
2507,trace_0.5,2,l,L,L,1,4.25
2507,trace_0.5,2,m,M,M,1,4.25
2507,trace_0.5,2,n,N,N,1,4.25
2507,trace_0.5,2,o,O,O,1,4.25
2507,trace_0.5,2,p,P,P,1,4.25
2507,trace_0.5,2,q,Q,Q,1,4.25
2507,trace_0.5,2,r,R,R,1,4.25
2508,trace_0.5,2,a,A,A,1,4.25
2508,trace_0.5,2,b,B,B,1,4.25
2508,trace_0.5,2,c,C,C,1,4.25
2508,trace_0.5,2,d,D,D,1,4.25
2508,trace_0.5,2,e,E,E,1,4.25
2508,trace_0.5,2,f,F,F,1,4.25
2508,trace_0.5,2,g,G,G,1,4.25
2508,trace_0.5,2,h,H,H,1,4.25
2508,trace_0.5,2,i,I,I,1,4.25
2508,trace_0.5,2,j,J,J,1,4.25
2508,trace_0.5,2,k,K,K,1,4.25
2508,trace_0.5,2,l,L,L,1,4.25
2508,trace_0.5,2,m,M,M,1,4.25
2508,trace_0.5,2,n,N,N,1,4.25
2508,trace_0.5,2,o,O,O,1,4.25
2508,trace_0.5,2,p,P,P,1,4.25
2508,trace_0.5,2,q,Q,Q,1,4.25
2508,trace_0.5,2,r,R,R,1,4.25
2509,trace_0.5,2,a,A,A,1,4.25
2509,trace_0.5,2,b,B,B,1,4.25
2509,trace_0.5,2,c,C,C,1,4.25
2509,trace_0.5,2,d,D,D,1,4.25
2509,trace_0.5,2,e,E,E,1,4.25
2509,trace_0.5,2,f,F,F,1,4.25
2509,trace_0.5,2,g,G,G,1,4.25
2509,trace_0.5,2,h,H,H,1,4.25
2509,trace_0.5,2,i,I,I,1,4.25
2509,trace_0.5,2,j,J,J,1,4.25
2509,trace_0.5,2,k,K,K,1,4.25
2509,trace_0.5,2,l,L,L,1,4.25
2509,trace_0.5,2,m,M,M,1,4.25
2509,trace_0.5,2,n,N,N,1,4.25
2509,trace_0.5,2,o,O,O,1,4.25
2509,trace_0.5,2,p,P,P,1,4.25
2509,trace_0.5,2,q,Q,Q,1,4.25
2509,trace_0.5,2,r,R,R,1,4.25
2510,trace_0.5,2,a,A,A,1,4.25
2510,trace_0.5,2,b,B,B,1,4.25
2510,trace_0.5,2,c,C,C,1,4.25
2510,trace_0.5,2,d,D,D,1,4.25
2510,trace_0.5,2,e,E,E,1,4.25
2510,trace_0.5,2,f,F,F,1,4.25
2510,trace_0.5,2,g,G,G,1,4.25
2510,trace_0.5,2,h,H,H,1,4.25
2510,trace_0.5,2,i,I,I,1,4.25
2510,trace_0.5,2,j,J,J,1,4.25
2510,trace_0.5,2,k,K,K,1,4.25
2510,trace_0.5,2,l,L,L,1,4.25
2510,trace_0.5,2,m,M,M,1,4.25
2510,trace_0.5,2,n,N,N,1,4.25
2510,trace_0.5,2,o,O,O,1,4.25
2510,trace_0.5,2,p,P,P,1,4.25
2510,trace_0.5,2,q,Q,Q,1,4.25
2510,trace_0.5,2,r,R,R,1,4.25
2511,trace_0.5,2,a,A,A,1,4.25
2511,trace_0.5,2,b,B,B,1,4.25
2511,trace_0.5,2,c,C,C,1,4.25
2511,trace_0.5,2,d,D,D,1,4.25
2511,trace_0.5,2,e,E,E,1,4.25
2511,trace_0.5,2,f,F,F,1,4.25
